Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,,
20.7,4.711,19.334,0,-0.004,0,-0.004,,,,,,,,
20.72,6.484,19.447,0.026,0.001,0.002,-0.004,,,,,,,,
20.74,7.404,19.55,0.041,0.001,0.002,-0.004,,,,,,,,
20.76,6.344,20.33,0.018,-0.026,0.002,-0.005,,,,,,,,
20.78,5.64,20.676,0.004,-0.041,0.002,-0.005,,,,,,,,
20.8,5.031,19.948,0,-0.018,0.002,-0.005,,,,,,,,
20.82,2.991,19.272,-0.027,-0.004,0,-0.005,,,,,,,,
20.84,2.039,19.034,-0.041,0,0,-0.005,,,,,,,,
20.86,3.12,18.265,-0.018,0.027,0,-0.004,,,,,,,,
20.88,3.84,17.947,-0.004,0.041,0,-0.004,,,,,,,,
20.9,4.068,17.758,0,0.045,0,-0.002,,,,,,,,
20.92,4.09,17.763,0.001,0.045,0,-0.002,,,,,,,,
20.94,4.064,17.664,0,0.044,0,0,,,,,,,,
20.96,2.236,17.433,-0.026,0.044,-0.002,0,,,,,,,,
20.98,1.697,18.148,-0.041,0.017,-0.002,0,,,,,,,,
21,2.969,17.826,-0.018,0.029,-0.002,0.002,,,,,,,,
21.02,3.733,17.61,-0.004,0.04,-0.002,0.002,,,,,,,,
21.04,4.344,18.344,0,0.017,-0.002,0.002,,,,,,,,
21.06,4.175,17.835,0.001,0.03,-0.002,0.003,,,,,,,,
21.08,4,17.515,0,0.04,-0.002,0.003,,,,,,,,
21.1,4.311,18.22,0,0.017,-0.002,0.003,,,,,,,,
21.12,4.503,18.643,0,0.004,-0.002,0.003,,,,,,,,
21.14,4.562,18.768,0,-0.001,-0.002,0.003,,,,,,,,
21.16,4.566,18.774,0,-0.001,-0.002,0.003,,,,,,,,
21.18,5.984,18.06,0.026,0.026,0,0.005,,,,,,,,
21.2,6.691,17.715,0.041,0.041,0,0.005,,,,,,,,
21.22,6.337,20.108,0.018,-0.035,0,0.002,,,,,,,,
21.24,5.653,20.388,0.004,-0.051,0,0.003,,,,,,,,
21.26,4.961,19.581,0,-0.022,0,0.002,,,,,,,,
21.28,5.066,19.851,-0.001,-0.031,0,0.002,,,,,,,,
21.3,6.653,19.542,0.026,-0.014,0.002,0.002,,,,,,,,
21.32,7.821,20.252,0.041,-0.029,0.002,0,,,,,,,,
21.34,6.531,20.423,0.018,-0.04,0.002,0,,,,,,,,
21.36,5.676,20.543,0.004,-0.044,0.002,-0.002,,,,,,,,
21.38,5.398,20.523,0,-0.044,0.002,-0.002,,,,,,,,
21.4,5.376,20.626,-0.001,-0.044,0.002,-0.004,,,,,,,,
21.42,5.402,20.624,0,-0.044,0.002,-0.004,,,,,,,,
21.44,3.224,19.569,-0.026,-0.017,0,-0.004,,,,,,,,
21.46,2.107,19.022,-0.041,-0.003,0,-0.004,,,,,,,,
21.48,3.507,19.075,-0.018,0.001,0,-0.004,,,,,,,,
21.5,4.42,19.182,-0.004,0.001,0,-0.004,,,,,,,,
21.52,4.71,19.234,0,0,0,-0.004,,,,,,,,
21.54,4.736,19.247,0.001,0,0,-0.004,,,,,,,,
21.56,4.709,19.249,0,0,0,-0.004,,,,,,,,
21.58,3.265,19.946,-0.026,-0.026,-0.002,-0.005,,,,,,,,
21.6,2.547,20.281,-0.041,-0.041,-0.002,-0.005,,,,,,,,
21.62,3.287,18.819,-0.018,0.008,-0.002,-0.004,,,,,,,,
21.64,3.789,18.046,-0.004,0.037,-0.002,-0.004,,,,,,,,
21.66,3.948,17.711,0,0.045,-0.002,-0.002,,,,,,,,
21.68,3.964,17.702,0.001,0.045,-0.002,-0.002,,,,,,,,
21.7,4.332,18.551,0,0.018,-0.002,-0.002,,,,,,,,
21.72,4.139,18.074,0,0.03,-0.002,0,,,,,,,,
21.74,3.985,17.757,0,0.04,-0.002,0,,,,,,,,
21.76,4.312,18.459,0,0.017,-0.002,0,,,,,,,,
21.78,4.122,17.948,0,0.03,-0.002,0.002,,,,,,,,
21.8,3.975,17.632,0,0.04,-0.002,0.002,,,,,,,,
21.82,6.118,18.576,0.026,0.017,0,0.002,,,,,,,,
21.84,7.234,19.109,0.041,0.004,0,0.002,,,,,,,,
21.86,5.063,17.197,0.018,0.052,0,0.005,,,,,,,,
21.88,4.128,17.146,0.004,0.054,0,0.003,,,,,,,,
21.9,4.31,18.006,0,0.022,0,0.005,,,,,,,,
21.92,4.162,17.729,-0.001,0.03,0,0.005,,,,,,,,
21.94,4.439,18.261,0,0.013,0,0.005,,,,,,,,
21.96,4.608,18.585,0,0.003,0,0.005,,,,,,,,
21.98,5.048,19.616,0,-0.027,0,0.003,,,,,,,,
22,5.258,20.062,0,-0.041,0,0.003,,,,,,,,
22.02,5.313,20.283,0,-0.045,0,0.002,,,,,,,,
22.04,5.31,20.277,0,-0.045,0,0.002,,,,,,,,
22.06,5.306,20.371,0,-0.044,0,0,,,,,,,,
22.08,5.302,20.362,0,-0.044,0,0,,,,,,,,
22.1,5.305,20.472,0,-0.044,0,-0.002,,,,,,,,
22.12,5.305,20.474,0,-0.044,0,-0.002,,,,,,,,
22.14,4.923,19.654,0,-0.017,0,-0.002,,,,,,,,
22.16,5.104,20.148,0,-0.029,0,-0.004,,,,,,,,
22.18,5.254,20.471,0,-0.04,0,-0.004,,,,,,,,
22.2,4.927,19.77,0,-0.017,0,-0.004,,,,,,,,
22.22,4.729,19.349,0,-0.004,0,-0.004,,,,,,,,
22.24,4.669,19.223,0,0.001,0,-0.004,,,,,,,,
22.26,4.666,19.217,0,0.001,0,-0.004,,,,,,,,
22.28,4.672,19.233,0,0,0,-0.004,,,,,,,,
22.3,5.064,20.178,0,-0.026,0,-0.005,,,,,,,,
22.32,5.271,20.625,0,-0.041,0,-0.005,,,,,,,,
22.34,4.944,19.927,0,-0.018,0,-0.005,,,,,,,,
22.36,4.739,19.489,0,-0.004,0,-0.005,,,,,,,,
22.38,3.9,17.487,0,0.053,0,-0.002,,,,,,,,
22.4,3.87,17.529,0,0.056,0,-0.004,,,,,,,,
22.42,4.737,19.388,0,-0.004,0,-0.004,,,,,,,,
22.44,4.437,18.644,0,0.016,0,-0.002,,,,,,,,
22.46,4.154,18.039,0,0.036,0,-0.002,,,,,,,,
22.48,4.427,18.626,0,0.017,0,-0.002,,,,,,,,
22.5,4.615,19.028,0,0.004,0,-0.002,,,,,,,,
22.52,4.289,18.227,0,0.026,0,0,,,,,,,,
22.54,4.089,17.799,0,0.04,0,0,,,,,,,,
22.56,4.411,18.489,0,0.018,0,0,,,,,,,,
22.58,4.612,18.921,0,0.004,0,0,,,,,,,,
22.6,4.675,19.055,0,0,0,0,,,,,,,,
22.62,4.292,18.131,0,0.026,0,0.002,,,,,,,,
22.64,4.079,17.675,0,0.04,0,0.002,,,,,,,,
22.66,4.015,17.432,0,0.044,0,0.003,,,,,,,,
22.68,4.013,17.425,0,0.045,0,0.003,,,,,,,,
22.7,4.403,18.261,0,0.018,0,0.003,,,,,,,,
22.72,4.613,18.71,0,0.003,0,0.003,,,,,,,,
22.74,4.671,18.831,0,-0.001,0,0.003,,,,,,,,
22.76,5.059,19.765,0,-0.027,0,0.002,,,,,,,,
22.78,5.257,20.189,0,-0.041,0,0.002,,,,,,,,
22.8,4.926,19.478,0,-0.018,0,0.002,,,,,,,,
22.82,5.107,19.968,0,-0.03,0,0,,,,,,,,
22.84,5.637,21.208,0,-0.067,0,-0.002,,,,,,,,
22.86,5.512,20.939,0,-0.058,0,-0.002,,,,,,,,
22.88,5.374,20.747,0,-0.048,0,-0.004,,,,,,,,
22.9,5.315,20.623,0,-0.044,0,-0.004,,,,,,,,
22.92,4.921,19.78,0,-0.017,0,-0.004,,,,,,,,
22.94,5.105,20.28,0,-0.029,0,-0.005,,,,,,,,
22.96,5.257,20.61,0,-0.04,0,-0.005,,,,,,,,
22.98,4.931,19.913,0,-0.017,0,-0.005,,,,,,,,
23,4.733,19.493,0,-0.004,0,-0.005,,,,,,,,
23.02,4.674,19.368,0,0.001,0,-0.005,,,,,,,,
23.04,4.67,19.363,0,0.001,0,-0.005,,,,,,,,
23.06,5.064,20.314,0,-0.026,0,-0.007,,,,,,,,
23.08,5.274,20.768,0,-0.041,0,-0.007,,,,,,,,
23.1,4.561,19.139,0,0.008,0,-0.005,,,,,,,,
23.12,4.15,18.261,0,0.037,0,-0.005,,,,,,,,
23.14,4.413,18.828,0,0.019,0,-0.005,,,,,,,,
23.16,4.613,19.26,0,0.005,0,-0.005,,,,,,,,
23.18,4.295,18.479,0,0.026,0,-0.004,,,,,,,,
23.2,3.711,17.124,0,0.066,0,-0.002,,,,,,,,
23.22,3.827,17.374,0,0.058,0,-0.002,,,,,,,,
23.24,2.154,17.336,-0.026,0.048,-0.002,0,,,,,,,,
23.26,1.298,17.36,-0.041,0.044,-0.002,0,,,,,,,,
23.28,3.148,18.378,-0.018,0.017,-0.002,0,,,,,,,,
23.3,3.49,17.053,-0.004,0.056,-0.002,0.003,,,,,,,,
23.32,3.802,17.249,0,0.054,-0.002,0.002,,,,,,,,
23.34,4.682,19.093,0.001,-0.005,-0.002,0.002,,,,,,,,
23.36,4.729,19.25,0,-0.011,-0.002,0.002,,,,,,,,
23.38,4.627,19.071,0,-0.005,-0.002,0.002,,,,,,,,
23.4,4.566,18.951,0,-0.001,-0.002,0.002,,,,,,,,
23.42,6.36,19.148,0.026,0,0,0.002,,,,,,,,
23.44,7.276,19.251,0.041,0,0,0.002,,,,,,,,
23.46,5.435,18.148,0.018,0.027,0,0.003,,,,,,,,
23.48,4.316,17.6,0.004,0.041,0,0.003,,,,,,,,
23.5,4.36,18.267,0,0.018,0,0.003,,,,,,,,
23.52,4.931,19.637,-0.001,-0.022,0,0.002,,,,,,,,
23.54,5.229,20.217,0,-0.041,0,0.002,,,,,,,,
23.56,5.314,20.462,0,-0.045,0,0,,,,,,,,
23.58,5.314,20.451,0,-0.045,0,0,,,,,,,,
23.6,7.12,20.775,0.026,-0.044,0.002,-0.002,,,,,,,,
23.62,8.032,20.872,0.041,-0.044,0.002,-0.002,,,,,,,,
23.64,6.58,20.813,0.018,-0.044,0.002,-0.004,,,,,,,,
23.66,5.667,20.709,0.004,-0.044,0.002,-0.004,,,,,,,,
23.68,5.001,19.857,0,-0.017,0.002,-0.004,,,,,,,,
23.7,5.161,20.35,-0.001,-0.029,0.002,-0.005,,,,,,,,
23.72,5.341,20.678,0,-0.04,0.002,-0.005,,,,,,,,
23.74,3.219,19.744,-0.026,-0.017,0,-0.005,,,,,,,,
23.76,2.11,19.217,-0.041,-0.004,0,-0.005,,,,,,,,
23.78,3.507,19.263,-0.018,0.001,0,-0.005,,,,,,,,
23.8,4.416,19.365,-0.004,0.001,0,-0.005,,,,,,,,
23.82,4.706,19.415,0,0,0,-0.005,,,,,,,,
23.84,5.119,20.363,0.001,-0.026,0,-0.007,,,,,,,,
23.86,5.298,20.808,0,-0.041,0,-0.007,,,,,,,,
23.88,3.139,19.872,-0.026,-0.018,-0.002,-0.007,,,,,,,,
23.9,2.01,19.327,-0.041,-0.004,-0.002,-0.007,,,,,,,,
23.92,3.013,18.43,-0.018,0.027,-0.002,-0.005,,,,,,,,
23.94,3.328,17.153,-0.004,0.068,-0.002,-0.004,,,,,,,,
23.96,3.739,17.461,0,0.059,-0.002,-0.004,,,,,,,,
23.98,4.297,18.615,0.001,0.022,-0.002,-0.004,,,,,,,,
24,4.15,18.259,0,0.03,-0.002,-0.002,,,,,,,,
24.02,5.807,18.199,0.026,0.039,0,-0.002,,,,,,,,
24.04,6.656,18.071,0.041,0.043,0,0,,,,,,,,
24.06,5.188,17.875,0.018,0.044,0,0,,,,,,,,
24.08,4.66,18.594,0.004,0.018,0,0,,,,,,,,
24.1,4.585,19.008,0,0.003,0,0,,,,,,,,
24.12,4.621,19.128,-0.001,-0.001,0,0,,,,,,,,
24.14,4.651,19.134,0,-0.001,0,0,,,,,,,,
24.16,6.475,19.356,0.026,0,0.002,0,,,,,,,,
24.18,7.394,19.456,0.041,0,0.002,0,,,,,,,,
24.2,5.938,19.283,0.018,0,0.002,0,,,,,,,,
24.22,4.637,18.242,0.004,0.026,0.002,0.002,,,,,,,,
24.24,4.148,17.767,0,0.041,0.002,0.002,,,,,,,,
24.26,4.453,18.465,-0.001,0.018,0.002,0.002,,,,,,,,
24.28,4.688,18.908,0,0.004,0.002,0.002,,,,,,,,
24.3,5.158,19.98,0,-0.027,0.002,0,,,,,,,,
24.32,3.563,20.197,-0.026,-0.041,0,0,,,,,,,,
24.34,2.313,19.375,-0.041,-0.018,0,0,,,,,,,,
24.36,3.946,20.031,-0.018,-0.03,0,-0.002,,,,,,,,
24.38,5,20.441,-0.004,-0.04,0,-0.002,,,,,,,,
24.4,5.339,20.698,0,-0.044,0,-0.004,,,,,,,,
24.42,5.369,20.718,0.001,-0.044,0,-0.004,,,,,,,,
24.44,4.954,19.888,0,-0.018,0,-0.004,,,,,,,,
24.46,4.726,19.44,0,-0.003,0,-0.004,,,,,,,,
24.48,4.663,19.319,0,0.001,0,-0.004,,,,,,,,
24.5,5.437,21.188,0,-0.052,0,-0.007,,,,,,,,
24.52,5.857,22,0,-0.081,0,-0.007,,,,,,,,
24.54,5.208,20.702,0,-0.036,0,-0.007,,,,,,,,
24.56,4.799,19.829,0,-0.008,0,-0.007,,,,,,,,
24.58,4.671,19.559,0,0.001,0,-0.007,,,,,,,,
24.6,4.661,19.542,0,0.002,0,-0.007,,,,,,,,
24.62,6.1,18.876,0.026,0.027,0.002,-0.005,,,,,,,,
24.64,6.432,17.629,0.041,0.067,0.002,-0.004,,,,,,,,
24.66,5.101,17.725,0.018,0.059,0.002,-0.004,,,,,,,,
24.68,4.72,18.762,0.004,0.022,0.002,-0.004,,,,,,,,
24.7,4.318,18.373,0,0.03,0.002,-0.002,,,,,,,,
24.72,3.771,17.143,-0.001,0.066,0.002,0,,,,,,,,
24.74,3.92,17.402,0,0.057,0.002,0,,,,,,,,
24.76,2.26,17.352,-0.026,0.048,0,0.002,,,,,,,,
24.78,1.406,17.368,-0.041,0.044,0,0.002,,,,,,,,
24.8,3.257,18.383,-0.018,0.017,0,0.002,,,,,,,,
24.82,3.986,17.991,-0.004,0.029,0,0.003,,,,,,,,
24.84,4.116,17.695,0,0.04,0,0.003,,,,,,,,
24.86,4.077,17.462,0.001,0.044,0,0.005,,,,,,,,
24.88,4.04,17.437,0,0.044,0,0.005,,,,,,,,
24.9,4.408,18.261,0,0.018,0,0.005,,,,,,,,
24.92,4.611,18.705,0,0.003,0,0.005,,,,,,,,
24.94,4.28,17.891,0,0.026,0,0.007,,,,,,,,
24.96,4.076,17.448,0,0.04,0,0.007,,,,,,,,
24.98,4.395,18.128,0,0.018,0,0.007,,,,,,,,
25,4.596,18.555,0,0.004,0,0.007,,,,,,,,
25.02,5.046,19.62,0,-0.027,0,0.005,,,,,,,,
25.04,5.645,21.002,0,-0.068,0,0.003,,,,,,,,
25.06,7.331,20.962,0.026,-0.059,0.002,0.003,,,,,,,,
25.08,8.1,20.849,0.041,-0.048,0.002,0.002,,,,,,,,
25.1,6.581,20.534,0.018,-0.044,0.002,0.002,,,,,,,,
25.12,5.66,20.506,0.004,-0.043,0.002,0,,,,,,,,
25.14,5.379,20.471,0,-0.043,0.002,0,,,,,,,,
25.16,4.978,19.645,-0.001,-0.017,0.002,0,,,,,,,,
25.18,6.616,19.437,0.026,-0.003,0.003,0,,,,,,,,
25.2,7.885,20.351,0.041,-0.026,0.003,-0.002,,,,,,,,
25.22,6.642,20.61,0.018,-0.04,0.003,-0.002,,,,,,,,
25.24,5.41,19.806,0.004,-0.018,0.003,-0.002,,,,,,,,
25.26,4.927,19.328,0,-0.004,0.003,-0.002,,,,,,,,
25.28,5.231,20.111,-0.001,-0.026,0.003,-0.004,,,,,,,,
25.3,3.649,20.294,-0.027,-0.04,0.002,-0.004,,,,,,,,
25.32,2.43,19.484,-0.041,-0.018,0.002,-0.004,,,,,,,,
25.34,3.691,19.207,-0.018,-0.004,0.002,-0.004,,,,,,,,
25.36,4.156,18.227,-0.004,0.027,0.002,-0.002,,,,,,,,
25.38,4.229,17.787,0,0.041,0.002,-0.002,,,,,,,,
25.4,4.197,17.547,0.001,0.045,0.002,0,,,,,,,,
25.42,4.173,17.526,0,0.045,0.002,0,,,,,,,,
25.44,4.159,17.403,0,0.044,0.002,0.002,,,,,,,,
25.46,2.346,17.146,-0.026,0.044,0,0.002,,,,,,,,
25.48,1.812,17.832,-0.041,0.017,0,0.002,,,,,,,,
25.5,3.087,17.479,-0.018,0.029,0,0.003,,,,,,,,
25.52,3.851,17.23,-0.004,0.04,0,0.003,,,,,,,,
25.54,4.463,17.931,0,0.017,0,0.003,,,,,,,,
25.56,3.907,16.453,0.001,0.056,0,0.007,,,,,,,,
25.58,3.914,16.588,0,0.054,0,0.005,,,,,,,,
25.6,4.76,18.398,0,-0.005,0,0.005,,,,,,,,
25.62,4.444,17.587,0,0.016,0,0.007,,,,,,,,
25.64,4.156,16.927,0,0.036,0,0.007,,,,,,,,
25.66,6.242,17.702,0.026,0.017,0.002,0.007,,,,,,,,
25.68,7.735,19.1,0.041,-0.022,0.002,0.005,,,,,,,,
25.7,6.548,19.458,0.018,-0.041,0.002,0.005,,,,,,,,
25.72,5.703,19.551,0.004,-0.045,0.002,0.003,,,,,,,,
25.74,5.416,19.461,0,-0.045,0.002,0.003,,,,,,,,
25.76,5.388,19.499,-0.001,-0.044,0.002,0.002,,,,,,,,
25.78,5.8,20.376,0,-0.07,0.002,0,,,,,,,,
25.8,8.23,22,0.026,-0.111,0.003,-0.004,,,,,,,,
25.82,8.646,20.918,0.041,-0.076,0.003,-0.002,,,,,,,,
25.84,6.459,19.228,0.018,-0.025,0.003,-0.004,,,,,,,,
25.86,5.605,19.195,0.004,-0.029,0.003,-0.004,,,,,,,,
25.88,5.464,19.516,0,-0.038,0.003,-0.005,,,,,,,,
25.9,5.896,20.535,-0.001,-0.069,0.003,-0.007,,,,,,,,
25.92,5.765,20.14,0,-0.058,0.003,-0.007,,,,,,,,
25.94,3.439,18.707,-0.026,-0.021,0.002,-0.007,,,,,,,,
25.96,3.04,19.847,-0.041,-0.056,0.002,-0.011,,,,,,,,
25.98,4.843,20.705,-0.018,-0.08,0.002,-0.011,,,,,,,,
26,4.718,18.425,-0.004,-0.009,0.002,-0.009,,,,,,,,
26.02,4.397,17.101,0,0.033,0.002,-0.009,,,,,,,,
26.04,4.625,17.484,0.001,0.019,0.002,-0.009,,,,,,,,
26.06,3.369,18.539,-0.026,-0.021,0,-0.011,,,,,,,,
26.08,2.716,18.973,-0.041,-0.04,0,-0.011,,,,,,,,
26.1,3.852,18.407,-0.018,-0.019,0,-0.011,,,,,,,,
26.12,4.557,18.002,-0.004,-0.004,0,-0.011,,,,,,,,
26.14,4.387,16.89,0,0.027,0,-0.009,,,,,,,,
26.16,4.197,16.37,0.001,0.041,0,-0.009,,,,,,,,
26.18,4.502,17.011,0,0.018,0,-0.009,,,,,,,,
26.2,4.694,17.388,0,0.004,0,-0.009,,,,,,,,
26.22,4.754,17.455,0,0,0,-0.009,,,,,,,,
26.24,4.371,16.459,0,0.026,0,-0.007,,,,,,,,
26.26,4.16,15.928,0,0.04,0,-0.007,,,,,,,,
26.28,4.484,16.544,0,0.018,0,-0.007,,,,,,,,
26.3,4.688,16.904,0,0.004,0,-0.007,,,,,,,,
26.32,4.365,16.027,0,0.026,0,-0.005,,,,,,,,
26.34,4.165,15.515,0,0.04,0,-0.005,,,,,,,,
26.36,4.486,16.12,0,0.018,0,-0.005,,,,,,,,
26.38,6.501,16.704,0.026,0.004,0.002,-0.005,,,,,,,,
26.4,7.869,17.795,0.041,-0.027,0.002,-0.007,,,,,,,,
26.42,6.626,17.992,0.018,-0.041,0.002,-0.007,,,,,,,,
26.44,5.768,18.018,0.004,-0.045,0.002,-0.009,,,,,,,,
26.46,5.87,18.825,0,-0.071,0.002,-0.011,,,,,,,,
26.48,6.051,19.272,-0.001,-0.085,0.002,-0.012,,,,,,,,
26.5,5.75,18.478,0,-0.062,0.002,-0.012,,,,,,,,
26.52,5.569,18.063,0,-0.048,0.002,-0.014,,,,,,,,
26.54,6.288,19.707,0,-0.096,0.002,-0.018,,,,,,,,
26.56,6.314,19.671,0,-0.098,0.002,-0.018,,,,,,,,
26.58,5.849,18.686,0,-0.065,0.002,-0.019,,,,,,,,
26.6,5.981,18.981,0,-0.074,0.002,-0.021,,,,,,,,
26.62,6.122,19.294,0,-0.083,0.002,-0.023,,,,,,,,
26.64,6.183,19.435,0,-0.087,0.002,-0.024,,,,,,,,
26.66,5.812,18.545,0,-0.061,0.002,-0.024,,,,,,,,
26.68,4.184,18.817,-0.026,-0.073,0,-0.028,,,,,,,,
26.7,3.803,19.867,-0.041,-0.11,0,-0.03,,,,,,,,
26.72,4.753,18.862,-0.018,-0.075,0,-0.03,,,,,,,,
26.74,5.325,18.243,-0.004,-0.051,0,-0.031,,,,,,,,
26.76,5.882,18.871,0,-0.07,0,-0.033,,,,,,,,
26.78,5.716,18.374,0.001,-0.057,0,-0.033,,,,,,,,
26.8,5.553,18.089,0,-0.047,0,-0.035,,,,,,,,
26.82,5.487,17.888,0,-0.044,0,-0.035,,,,,,,,
26.84,5.48,17.891,0,-0.043,0,-0.037,,,,,,,,
26.86,5.872,18.736,0,-0.07,0,-0.038,,,,,,,,
26.88,5.699,18.265,0,-0.058,0,-0.038,,,,,,,,
26.9,5.169,17.026,0,-0.021,0,-0.038,,,,,,,,
26.92,5.296,17.3,0,-0.029,0,-0.04,,,,,,,,
26.94,5.438,17.504,0,-0.039,0,-0.04,,,,,,,,
26.96,5.503,17.641,0,-0.043,0,-0.042,,,,,,,,
26.98,5.515,17.564,0,-0.044,0,-0.042,,,,,,,,
27,5.518,17.569,0,-0.044,0,-0.044,,,,,,,,
27.02,5.904,18.393,0,-0.07,0,-0.045,,,,,,,,
27.04,5.727,17.908,0,-0.058,0,-0.045,,,,,,,,
27.06,5.582,17.594,0,-0.047,0,-0.047,,,,,,,,
27.08,5.528,17.37,0,-0.044,0,-0.047,,,,,,,,
27.1,5.525,17.359,0,-0.043,0,-0.049,,,,,,,,
27.12,5.917,18.193,0,-0.07,0,-0.051,,,,,,,,
27.14,5.744,17.713,0,-0.058,0,-0.051,,,,,,,,
27.16,5.601,17.399,0,-0.047,0,-0.052,,,,,,,,
27.18,5.547,17.172,0,-0.044,0,-0.052,,,,,,,,
27.2,5.932,18.091,0,-0.07,0,-0.056,,,,,,,,
27.22,6.142,18.43,0,-0.084,0,-0.056,,,,,,,,
27.24,5.824,17.738,0,-0.062,0,-0.058,,,,,,,,
27.26,6.008,18.124,0,-0.074,0,-0.059,,,,,,,,
27.28,6.157,18.431,0,-0.084,0,-0.061,,,,,,,,
27.3,6.213,18.542,0,-0.087,0,-0.063,,,,,,,,
27.32,6.226,18.558,0,-0.088,0,-0.065,,,,,,,,
27.34,6.228,18.551,0,-0.088,0,-0.066,,,,,,,,
27.36,4.03,17.375,-0.026,-0.061,-0.002,-0.066,,,,,,,,
27.38,2.911,16.822,-0.041,-0.047,-0.002,-0.068,,,,,,,,
27.4,4.699,17.692,-0.018,-0.069,-0.002,-0.07,,,,,,,,
27.42,5.823,18.237,-0.004,-0.083,-0.002,-0.072,,,,,,,,
27.44,6.175,18.405,0,-0.088,-0.002,-0.073,,,,,,,,
27.46,6.207,18.416,0.001,-0.088,-0.002,-0.075,,,,,,,,
27.48,5.79,17.461,0,-0.061,-0.002,-0.075,,,,,,,,
27.5,5.566,17.004,0,-0.047,-0.002,-0.077,,,,,,,,
27.52,5.891,17.697,0,-0.069,-0.002,-0.079,,,,,,,,
27.54,6.488,19.067,0,-0.11,-0.002,-0.082,,,,,,,,
27.56,6.376,18.707,0,-0.102,-0.002,-0.082,,,,,,,,
27.58,5.854,17.57,0,-0.066,-0.002,-0.084,,,,,,,,
27.6,5.974,17.811,0,-0.073,-0.002,-0.086,,,,,,,,
27.62,6.117,18.099,0,-0.083,-0.002,-0.087,,,,,,,,
27.64,6.179,18.216,0,-0.087,-0.002,-0.089,,,,,,,,
27.66,6.196,18.233,0,-0.088,-0.002,-0.091,,,,,,,,
27.68,6.199,18.222,0,-0.088,-0.002,-0.093,,,,,,,,
27.7,6.201,18.209,0,-0.087,-0.002,-0.094,,,,,,,,
27.72,6.205,18.198,0,-0.087,-0.002,-0.096,,,,,,,,
27.74,6.21,18.19,0,-0.087,-0.002,-0.098,,,,,,,,
27.76,5.827,17.247,0,-0.061,-0.002,-0.098,,,,,,,,
27.78,5.627,16.796,0,-0.047,-0.002,-0.1,,,,,,,,
27.8,5.959,17.487,0,-0.069,-0.002,-0.101,,,,,,,,
27.82,6.169,17.917,0,-0.083,-0.002,-0.103,,,,,,,,
27.84,6.238,18.043,0,-0.088,-0.002,-0.105,,,,,,,,
27.86,6.248,18.043,0,-0.088,-0.002,-0.107,,,,,,,,
27.88,4.434,17.781,-0.026,-0.088,-0.003,-0.108,,,,,,,,
27.9,3.129,16.718,-0.041,-0.061,-0.003,-0.108,,,,,,,,
27.92,4.77,17.366,-0.018,-0.073,-0.003,-0.112,,,,,,,,
27.94,5.833,17.668,-0.004,-0.083,-0.003,-0.112,,,,,,,,
27.96,5.794,16.986,0,-0.061,-0.003,-0.114,,,,,,,,
27.98,6.006,17.372,0.001,-0.074,-0.003,-0.115,,,,,,,,
28,6.128,17.668,0,-0.084,-0.003,-0.117,,,,,,,,
28.02,6.166,17.763,0,-0.087,-0.003,-0.119,,,,,,,,
28.04,6.56,18.697,0,-0.114,-0.003,-0.122,,,,,,,,
28.06,6.766,19.116,0,-0.128,-0.003,-0.124,,,,,,,,
28.08,5.666,16.526,0,-0.053,-0.003,-0.122,,,,,,,,
28.1,5.053,15.183,0,-0.01,-0.003,-0.124,,,,,,,,
28.12,5.648,16.431,0,-0.051,-0.003,-0.126,,,,,,,,
28.14,6.058,17.283,0,-0.079,-0.003,-0.127,,,,,,,,
28.16,6.197,17.552,0,-0.088,-0.003,-0.129,,,,,,,,
28.18,6.215,17.563,0,-0.089,-0.003,-0.131,,,,,,,,
28.2,6.208,17.52,0,-0.088,-0.003,-0.133,,,,,,,,
28.22,5.817,16.549,0,-0.061,-0.003,-0.133,,,,,,,,
28.24,5.613,16.081,0,-0.047,-0.003,-0.134,,,,,,,,
28.26,5.944,16.761,0,-0.069,-0.003,-0.136,,,,,,,,
28.28,6.154,17.18,0,-0.083,-0.003,-0.138,,,,,,,,
28.3,6.223,17.296,0,-0.088,-0.003,-0.14,,,,,,,,
28.32,4.419,17.048,-0.026,-0.088,-0.005,-0.141,,,,,,,,
28.34,3.5,16.905,-0.041,-0.088,-0.005,-0.143,,,,,,,,
28.36,4.955,17.044,-0.018,-0.087,-0.005,-0.145,,,,,,,,
28.38,6.259,18.06,-0.004,-0.114,-0.005,-0.148,,,,,,,,
28.4,6.365,17.578,0,-0.101,-0.005,-0.148,,,,,,,,
28.42,5.858,16.414,0.001,-0.065,-0.005,-0.15,,,,,,,,
28.44,5.956,16.648,0,-0.073,-0.005,-0.152,,,,,,,,
28.46,6.083,16.925,0,-0.083,-0.005,-0.154,,,,,,,,
28.48,6.14,17.026,0,-0.087,-0.005,-0.155,,,,,,,,
28.5,6.154,17.025,0,-0.088,-0.005,-0.157,,,,,,,,
28.52,6.157,16.995,0,-0.088,-0.005,-0.159,,,,,,,,
28.54,6.158,16.964,0,-0.087,-0.005,-0.161,,,,,,,,
28.56,6.161,16.935,0,-0.087,-0.005,-0.162,,,,,,,,
28.58,6.553,17.843,0,-0.114,-0.005,-0.166,,,,,,,,
28.6,6.763,18.259,0,-0.128,-0.005,-0.168,,,,,,,,
