Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,
7.78,6.071,20.11,0,0,0.002,-0.002,,,,,,,
7.8,6.072,20.111,0,0,0.002,-0.002,,,,,,,
7.82,7.419,20.008,0.026,0,0.003,-0.002,,,,,,,
7.84,8.095,19.96,0.041,0,0.003,-0.002,,,,,,,
7.86,7.029,20.038,0.018,0,0.003,-0.002,,,,,,,
7.88,6.36,20.087,0.004,0,0.003,-0.002,,,,,,,
7.9,6.154,20.103,0,0,0.003,-0.002,,,,,,,
7.92,6.14,20.105,-0.001,0,0.003,-0.002,,,,,,,
7.94,6.164,20.104,0,0,0.003,-0.002,,,,,,,
7.96,4.834,20.208,-0.026,0,0.002,-0.002,,,,,,,
7.98,4.166,20.258,-0.041,0,0.002,-0.002,,,,,,,
8,5.236,20.181,-0.018,0,0.002,-0.002,,,,,,,
8.02,5.907,20.133,-0.004,0,0.002,-0.002,,,,,,,
8.04,6.116,20.119,0,0,0.002,-0.002,,,,,,,
8.06,6.134,20.118,0.001,0,0.002,-0.002,,,,,,,
8.08,6.114,20.121,0,0,0.002,-0.002,,,,,,,
8.1,6.101,20.123,0,0,0.002,-0.002,,,,,,,
8.12,6.098,20.124,0,0,0.002,-0.002,,,,,,,
8.14,6.353,20.674,0,-0.026,0.002,-0.004,,,,,,,
8.16,6.483,20.922,0,-0.041,0.002,-0.004,,,,,,,
8.18,6.028,19.984,0,0.008,0.002,-0.002,,,,,,,
8.2,5.775,19.492,0,0.037,0.002,-0.002,,,,,,,
8.22,5.939,19.808,0,0.019,0.002,-0.002,,,,,,,
8.24,7.41,19.945,0.026,0.005,0.003,-0.002,,,,,,,
8.26,8.128,19.981,0.041,0,0.003,-0.002,,,,,,,
8.28,7.068,20.07,0.018,-0.001,0.003,-0.002,,,,,,,
8.3,6.396,20.114,0.004,0,0.003,-0.002,,,,,,,
8.32,6.188,20.125,0,0,0.003,-0.002,,,,,,,
8.34,6.173,20.125,-0.001,0,0.003,-0.002,,,,,,,
8.36,4.596,19.679,-0.027,0.026,0.002,0,,,,,,,
8.38,3.81,19.48,-0.041,0.041,0.002,0,,,,,,,
8.4,5.086,19.794,-0.018,0.018,0.002,0,,,,,,,
8.42,5.885,19.991,-0.004,0.004,0.002,0,,,,,,,
8.44,6.133,20.052,0,0,0.002,0,,,,,,,
8.46,6.153,20.056,0.001,-0.001,0.002,0,,,,,,,
8.48,6.129,20.05,0,0,0.002,0,,,,,,,
8.5,6.113,20.046,0,0,0.002,0,,,,,,,
8.52,6.109,20.045,0,0,0.002,0,,,,,,,
8.54,6.11,20.044,0,0,0.002,0,,,,,,,
8.56,6.111,20.044,0,0,0.002,0,,,,,,,
8.58,5.858,19.495,0,0.026,0.002,0.002,,,,,,,
8.6,5.732,19.247,0,0.041,0.002,0.002,,,,,,,
8.62,5.935,19.638,0,0.018,0.002,0.002,,,,,,,
8.64,6.062,19.883,0,0.004,0.002,0.002,,,,,,,
8.66,6.102,19.958,0,0,0.002,0.002,,,,,,,
8.68,6.106,19.962,0,-0.001,0.002,0.002,,,,,,,
8.7,6.103,19.953,0,0,0.002,0.002,,,,,,,
8.72,6.101,19.947,0,0,0.002,0.002,,,,,,,
8.74,6.101,19.944,0,0,0.002,0.002,,,,,,,
8.76,6.102,19.943,0,0,0.002,0.002,,,,,,,
8.78,6.103,19.942,0,0,0.002,0.002,,,,,,,
8.8,6.103,19.941,0,0,0.002,0.002,,,,,,,
8.82,6.104,19.939,0,0,0.002,0.002,,,,,,,
8.84,5.85,19.389,0,0.026,0.002,0.003,,,,,,,
8.86,5.723,19.14,0,0.041,0.002,0.003,,,,,,,
8.88,5.926,19.53,0,0.018,0.002,0.003,,,,,,,
8.9,6.054,19.773,0,0.004,0.002,0.003,,,,,,,
8.92,6.094,19.847,0,0,0.002,0.003,,,,,,,
8.94,6.097,19.851,0,-0.001,0.002,0.003,,,,,,,
8.96,6.094,19.841,0,0,0.002,0.003,,,,,,,
8.98,6.092,19.834,0,0,0.002,0.003,,,,,,,
9,6.091,19.83,0,0,0.002,0.003,,,,,,,
9.02,6.092,19.827,0,0,0.002,0.003,,,,,,,
9.04,6.092,19.825,0,0,0.002,0.003,,,,,,,
9.06,6.093,19.823,0,0,0.002,0.003,,,,,,,
9.08,6.093,19.82,0,0,0.002,0.003,,,,,,,
9.1,6.094,19.818,0,0,0.002,0.003,,,,,,,
9.12,6.094,19.816,0,0,0.002,0.003,,,,,,,
9.14,6.095,19.813,0,0,0.002,0.003,,,,,,,
9.16,6.095,19.811,0,0,0.002,0.003,,,,,,,
9.18,5.842,19.26,0,0.026,0.002,0.005,,,,,,,
9.2,5.714,19.01,0,0.041,0.002,0.005,,,,,,,
9.22,5.917,19.398,0,0.018,0.002,0.005,,,,,,,
9.24,6.044,19.641,0,0.004,0.002,0.005,,,,,,,
9.26,6.084,19.714,0,0,0.002,0.005,,,,,,,
9.28,6.342,20.265,0,-0.027,0.002,0.003,,,,,,,
9.3,6.466,20.502,0,-0.041,0.002,0.003,,,,,,,
9.32,6.261,20.103,0,-0.018,0.002,0.003,,,,,,,
9.34,6.134,19.853,0,-0.004,0.002,0.003,,,,,,,
9.36,6.095,19.774,0,0,0.002,0.003,,,,,,,
9.38,4.747,19.87,-0.026,0.001,0,0.003,,,,,,,
9.4,4.077,19.925,-0.041,0,0,0.003,,,,,,,
9.42,5.148,19.85,-0.018,0,0,0.003,,,,,,,
9.44,5.819,19.8,-0.004,0,0,0.003,,,,,,,
9.46,6.026,19.783,0,0,0,0.003,,,,,,,
9.48,5.787,19.231,0.001,0.026,0,0.005,,,,,,,
9.5,5.638,18.983,0,0.041,0,0.005,,,,,,,
9.52,5.826,19.372,0,0.018,0,0.005,,,,,,,
9.54,5.948,19.615,0,0.004,0,0.005,,,,,,,
9.56,5.986,19.688,0,0,0,0.005,,,,,,,
9.58,5.989,19.691,0,-0.001,0,0.005,,,,,,,
9.6,5.985,19.68,0,0,0,0.005,,,,,,,
9.62,5.982,19.672,0,0,0,0.005,,,,,,,
9.64,5.98,19.667,0,0,0,0.005,,,,,,,
9.66,5.979,19.664,0,0,0,0.005,,,,,,,
9.68,5.724,19.112,0,0.026,0,0.007,,,,,,,
9.7,5.596,18.861,0,0.041,0,0.007,,,,,,,
9.72,5.797,19.249,0,0.018,0,0.007,,,,,,,
9.74,6.178,20.039,0,-0.022,0,0.005,,,,,,,
9.76,6.09,19.81,0,-0.015,0,0.007,,,,,,,
9.78,5.762,19.173,0,0.022,0,0.007,,,,,,,
9.8,5.832,19.307,0,0.014,0,0.007,,,,,,,
9.82,6.171,20.016,0,-0.022,0,0.005,,,,,,,
9.84,6.333,20.329,0,-0.04,0,0.005,,,,,,,
9.86,6.137,19.947,0,-0.018,0,0.005,,,,,,,
9.88,6.008,19.695,0,-0.004,0,0.005,,,,,,,
9.9,5.966,19.613,0,0,0,0.005,,,,,,,
9.92,5.962,19.602,0,0.001,0,0.005,,,,,,,
9.94,4.619,19.71,-0.026,0,-0.002,0.005,,,,,,,
9.96,3.947,19.761,-0.041,0,-0.002,0.005,,,,,,,
9.98,5.014,19.682,-0.018,0,-0.002,0.005,,,,,,,
10,5.684,19.631,-0.004,0,-0.002,0.005,,,,,,,
10.02,5.89,19.613,0,0,-0.002,0.005,,,,,,,
10.04,5.65,19.06,0.001,0.026,-0.002,0.007,,,,,,,
10.06,5.499,18.81,0,0.041,-0.002,0.007,,,,,,,
10.08,5.686,19.199,0,0.018,-0.002,0.007,,,,,,,
10.1,5.807,19.441,0,0.004,-0.002,0.007,,,,,,,
10.12,5.844,19.513,0,0,-0.002,0.007,,,,,,,
10.14,5.846,19.515,0,-0.001,-0.002,0.007,,,,,,,
10.16,5.84,19.503,0,0,-0.002,0.007,,,,,,,
10.18,4.49,19.598,-0.026,0,-0.003,0.007,,,,,,,
10.2,3.813,19.642,-0.041,0,-0.003,0.007,,,,,,,
10.22,4.878,19.56,-0.018,0,-0.003,0.007,,,,,,,
10.24,5.546,19.508,-0.004,0,-0.003,0.007,,,,,,,
10.26,5.752,19.489,0,0,-0.003,0.007,,,,,,,
10.28,5.765,19.484,0.001,0,-0.003,0.007,,,,,,,
10.3,5.741,19.482,0,0,-0.003,0.007,,,,,,,
10.32,5.724,19.479,0,0,-0.003,0.007,,,,,,,
10.34,5.717,19.475,0,0,-0.003,0.007,,,,,,,
10.36,5.714,19.471,0,0,-0.003,0.007,,,,,,,
10.38,5.712,19.467,0,0,-0.003,0.007,,,,,,,
10.4,4.363,19.568,-0.026,0,-0.005,0.007,,,,,,,
10.42,3.686,19.613,-0.041,0,-0.005,0.007,,,,,,,
10.44,4.751,19.532,-0.018,0,-0.005,0.007,,,,,,,
10.46,5.418,19.479,-0.004,0,-0.005,0.007,,,,,,,
10.48,5.622,19.461,0,0,-0.005,0.007,,,,,,,
10.5,5.634,19.456,0.001,0,-0.005,0.007,,,,,,,
10.52,5.609,19.454,0,0,-0.005,0.007,,,,,,,
10.54,5.592,19.451,0,0,-0.005,0.007,,,,,,,
10.56,5.584,19.448,0,0,-0.005,0.007,,,,,,,
10.58,5.58,19.444,0,0,-0.005,0.007,,,,,,,
10.6,5.576,19.44,0,0,-0.005,0.007,,,,,,,
10.62,4.227,19.541,-0.026,0,-0.007,0.007,,,,,,,
10.64,3.549,19.586,-0.041,0,-0.007,0.007,,,,,,,
10.66,4.867,20.054,-0.018,-0.026,-0.007,0.005,,,,,,,
10.68,5.66,20.25,-0.004,-0.041,-0.007,0.005,,,,,,,
10.7,5.662,19.84,0,-0.018,-0.007,0.005,,,,,,,
10.72,5.546,19.591,0.001,-0.004,-0.007,0.005,,,,,,,
10.74,5.481,19.514,0,0,-0.007,0.005,,,,,,,
10.76,5.46,19.506,0,0.001,-0.007,0.005,,,,,,,
10.78,5.201,18.963,0,0.027,-0.007,0.007,,,,,,,
10.8,5.071,18.718,0,0.041,-0.007,0.007,,,,,,,
10.82,5.269,19.108,0,0.018,-0.007,0.007,,,,,,,
10.84,5.392,19.351,0,0.004,-0.007,0.007,,,,,,,
10.86,5.427,19.423,0,0,-0.007,0.007,,,,,,,
10.88,5.425,19.426,0,-0.001,-0.007,0.007,,,,,,,
10.9,5.416,19.415,0,0,-0.007,0.007,,,,,,,
10.92,5.409,19.406,0,0,-0.007,0.007,,,,,,,
10.94,5.403,19.401,0,0,-0.007,0.007,,,,,,,
10.96,5.398,19.398,0,0,-0.007,0.007,,,,,,,
10.98,5.393,19.394,0,0,-0.007,0.007,,,,,,,
11,4.043,19.495,-0.026,0,-0.009,0.007,,,,,,,
11.02,3.364,19.541,-0.041,0,-0.009,0.007,,,,,,,
11.04,4.427,19.46,-0.018,0,-0.009,0.007,,,,,,,
11.06,5.091,19.408,-0.004,0,-0.009,0.007,,,,,,,
11.08,5.294,19.39,0,0,-0.009,0.007,,,,,,,
11.1,5.559,19.934,0.001,-0.026,-0.009,0.005,,,,,,,
11.12,5.659,20.18,0,-0.041,-0.009,0.005,,,,,,,
11.14,5.438,19.787,0,-0.018,-0.009,0.005,,,,,,,
11.16,5.301,19.539,0,-0.004,-0.009,0.005,,,,,,,
11.18,5.256,19.461,0,0,-0.009,0.005,,,,,,,
11.2,5.248,19.453,0,0.001,-0.009,0.005,,,,,,,
11.22,5.246,19.458,0,0,-0.009,0.005,,,,,,,
11.24,6.589,19.357,0.026,0,-0.007,0.005,,,,,,,
11.26,7.259,19.307,0.041,0,-0.007,0.005,,,,,,,
11.28,6.186,19.383,0.018,0,-0.007,0.005,,,,,,,
11.3,5.511,19.429,0.004,0,-0.007,0.005,,,,,,,
11.32,5.298,19.442,0,0,-0.007,0.005,,,,,,,
11.34,5.277,19.441,-0.001,0,-0.007,0.005,,,,,,,
11.36,3.948,19.541,-0.027,0,-0.009,0.005,,,,,,,
11.38,3.283,19.587,-0.041,0,-0.009,0.005,,,,,,,
11.4,4.35,19.506,-0.018,0,-0.009,0.005,,,,,,,
11.42,5.016,19.456,-0.004,0,-0.009,0.005,,,,,,,
11.44,5.472,19.987,0,-0.026,-0.009,0.003,,,,,,,
11.46,5.61,20.232,0.001,-0.041,-0.009,0.003,,,,,,,
11.48,5.381,19.84,0,-0.018,-0.009,0.003,,,,,,,
11.5,5.235,19.594,0,-0.004,-0.009,0.003,,,,,,,
11.52,6.532,19.413,0.026,0,-0.007,0.003,,,,,,,
11.54,7.198,19.357,0.041,0.001,-0.007,0.003,,,,,,,
11.56,5.875,18.892,0.018,0.027,-0.007,0.005,,,,,,,
11.58,5.075,18.697,0.004,0.041,-0.007,0.005,,,,,,,
11.6,5.066,19.103,0,0.018,-0.007,0.005,,,,,,,
11.62,5.172,19.348,-0.001,0.004,-0.007,0.005,,,,,,,
11.64,5.228,19.42,0,0,-0.007,0.005,,,,,,,
11.66,5.24,19.423,0,-0.001,-0.007,0.005,,,,,,,
11.68,5.236,19.412,0,0,-0.007,0.005,,,,,,,
11.7,5.229,19.405,0,0,-0.007,0.005,,,,,,,
11.72,5.223,19.401,0,0,-0.007,0.005,,,,,,,
11.74,5.218,19.399,0,0,-0.007,0.005,,,,,,,
11.76,5.214,19.396,0,0,-0.007,0.005,,,,,,,
11.78,5.209,19.394,0,0,-0.007,0.005,,,,,,,
11.8,3.859,19.496,-0.026,0,-0.009,0.005,,,,,,,
11.82,3.18,19.543,-0.041,0,-0.009,0.005,,,,,,,
11.84,4.243,19.463,-0.018,0,-0.009,0.005,,,,,,,
11.86,4.908,19.412,-0.004,0,-0.009,0.005,,,,,,,
11.88,5.111,19.395,0,0,-0.009,0.005,,,,,,,
11.9,5.121,19.391,0.001,0,-0.009,0.005,,,,,,,
11.92,5.095,19.391,0,0,-0.009,0.005,,,,,,,
11.94,6.421,19.285,0.026,0,-0.007,0.005,,,,,,,
11.96,7.086,19.234,0.041,0,-0.007,0.005,,,,,,,
11.98,6.267,19.859,0.018,-0.026,-0.007,0.003,,,,,,,
12,5.72,20.153,0.004,-0.041,-0.007,0.003,,,,,,,
12.02,5.305,19.775,0,-0.018,-0.007,0.003,,,,,,,
12.04,5.158,19.529,-0.001,-0.004,-0.007,0.003,,,,,,,
12.06,5.135,19.45,0,0,-0.007,0.003,,,,,,,
12.08,5.141,19.441,0,0.001,-0.007,0.003,,,,,,,
12.1,5.4,19.996,0,-0.026,-0.007,0.002,,,,,,,
12.12,5.526,20.248,0,-0.041,-0.007,0.002,,,,,,,
12.14,5.32,19.858,0,-0.018,-0.007,0.002,,,,,,,
12.16,3.843,19.716,-0.026,-0.004,-0.009,0.002,,,,,,,
12.18,3.125,19.688,-0.041,0,-0.009,0.002,,,,,,,
12.2,4.186,19.604,-0.018,0.001,-0.009,0.002,,,,,,,
12.22,4.855,19.563,-0.004,0,-0.009,0.002,,,,,,,
12.24,5.061,19.553,0,0,-0.009,0.002,,,,,,,
12.26,6.418,19.45,0.027,0,-0.007,0.002,,,,,,,
12.28,7.066,19.402,0.041,0,-0.007,0.002,,,,,,,
12.3,5.98,19.48,0.018,0,-0.007,0.002,,,,,,,
12.32,5.301,19.529,0.004,0,-0.007,0.002,,,,,,,
12.34,5.089,19.544,0,0,-0.007,0.002,,,,,,,
12.36,5.069,19.545,-0.001,0,-0.007,0.002,,,,,,,
12.38,5.086,19.543,0,0,-0.007,0.002,,,,,,,
12.4,5.096,19.542,0,0,-0.007,0.002,,,,,,,
12.42,5.096,19.542,0,0,-0.007,0.002,,,,,,,
12.44,5.092,19.541,0,0,-0.007,0.002,,,,,,,
12.46,5.088,19.541,0,0,-0.007,0.002,,,,,,,
12.48,5.083,19.541,0,0,-0.007,0.002,,,,,,,
12.5,3.733,19.645,-0.026,0,-0.009,0.002,,,,,,,
12.52,3.055,19.694,-0.041,0,-0.009,0.002,,,,,,,
12.54,4.119,19.616,-0.018,0,-0.009,0.002,,,,,,,
12.56,4.784,19.568,-0.004,0,-0.009,0.002,,,,,,,
12.58,4.987,19.552,0,0,-0.009,0.002,,,,,,,
12.6,4.998,19.551,0.001,0,-0.009,0.002,,,,,,,
12.62,4.972,19.553,0,0,-0.009,0.002,,,,,,,
12.64,4.953,19.554,0,0,-0.009,0.002,,,,,,,
12.66,4.944,19.554,0,0,-0.009,0.002,,,,,,,
12.68,4.939,19.554,0,0,-0.009,0.002,,,,,,,
12.7,4.934,19.554,0,0,-0.009,0.002,,,,,,,
12.72,6.275,19.45,0.026,0,-0.007,0.002,,,,,,,
12.74,6.944,19.401,0.041,0,-0.007,0.002,,,,,,,
12.76,5.872,19.478,0.018,0,-0.007,0.002,,,,,,,
12.78,5.197,19.527,0.004,0,-0.007,0.002,,,,,,,
12.8,4.985,19.542,0,0,-0.007,0.002,,,,,,,
12.82,4.965,19.543,-0.001,0,-0.007,0.002,,,,,,,
12.84,4.982,19.541,0,0,-0.007,0.002,,,,,,,
12.86,4.991,19.54,0,0,-0.007,0.002,,,,,,,
12.88,4.991,19.539,0,0,-0.007,0.002,,,,,,,
12.9,3.642,19.643,-0.026,0,-0.009,0.002,,,,,,,
12.92,2.963,19.692,-0.041,0,-0.009,0.002,,,,,,,
12.94,4.026,19.615,-0.018,0,-0.009,0.002,,,,,,,
12.96,4.946,20.115,-0.004,-0.026,-0.009,0,,,,,,,
12.98,5.277,20.347,0,-0.041,-0.009,0,,,,,,,
13,5.086,19.956,0.001,-0.018,-0.009,0,,,,,,,
13.02,4.933,19.712,0,-0.004,-0.009,0,,,,,,,
13.04,4.875,19.638,0,0,-0.009,0,,,,,,,
13.06,4.863,19.633,0,0.001,-0.009,0,,,,,,,
13.08,6.208,19.538,0.026,0,-0.007,0,,,,,,,
13.1,6.625,18.946,0.041,0.026,-0.007,0.002,,,,,,,
13.12,5.427,18.779,0.018,0.041,-0.007,0.002,,,,,,,
13.14,4.954,19.219,0.004,0.018,-0.007,0.002,,,,,,,
13.16,4.869,19.48,0,0.004,-0.007,0.002,,,,,,,
13.18,4.888,19.557,-0.001,0,-0.007,0.002,,,,,,,
13.2,4.908,19.561,0,-0.001,-0.007,0.002,,,,,,,
13.22,4.914,19.552,0,0,-0.007,0.002,,,,,,,
13.24,4.912,19.547,0,0,-0.007,0.002,,,,,,,
13.26,4.907,19.545,0,0,-0.007,0.002,,,,,,,
13.28,4.902,19.545,0,0,-0.007,0.002,,,,,,,
13.3,4.898,19.545,0,0,-0.007,0.002,,,,,,,
13.32,4.894,19.544,0,0,-0.007,0.002,,,,,,,
13.34,4.89,19.544,0,0,-0.007,0.002,,,,,,,
13.36,4.886,19.544,0,0,-0.007,0.002,,,,,,,
13.38,4.882,19.544,0,0,-0.007,0.002,,,,,,,
13.4,4.878,19.544,0,0,-0.007,0.002,,,,,,,
13.42,4.874,19.544,0,0,-0.007,0.002,,,,,,,
13.44,4.87,19.543,0,0,-0.007,0.002,,,,,,,
13.46,4.865,19.543,0,0,-0.007,0.002,,,,,,,
13.48,4.861,19.543,0,0,-0.007,0.002,,,,,,,
13.5,4.857,19.543,0,0,-0.007,0.002,,,,,,,
13.52,4.853,19.543,0,0,-0.007,0.002,,,,,,,
13.54,4.849,19.542,0,0,-0.007,0.002,,,,,,,
13.56,4.845,19.542,0,0,-0.007,0.002,,,,,,,
13.58,4.841,19.542,0,0,-0.007,0.002,,,,,,,
13.6,4.837,19.542,0,0,-0.007,0.002,,,,,,,
13.62,4.833,19.542,0,0,-0.007,0.002,,,,,,,
13.64,4.829,19.541,0,0,-0.007,0.002,,,,,,,
13.66,4.825,19.541,0,0,-0.007,0.002,,,,,,,
13.68,4.821,19.541,0,0,-0.007,0.002,,,,,,,
13.7,4.816,19.541,0,0,-0.007,0.002,,,,,,,
13.72,4.812,19.541,0,0,-0.007,0.002,,,,,,,
13.74,4.808,19.54,0,0,-0.007,0.002,,,,,,,
13.76,4.804,19.54,0,0,-0.007,0.002,,,,,,,
13.78,4.8,19.54,0,0,-0.007,0.002,,,,,,,
13.8,4.796,19.54,0,0,-0.007,0.002,,,,,,,
13.82,4.792,19.54,0,0,-0.007,0.002,,,,,,,
13.84,4.788,19.539,0,0,-0.007,0.002,,,,,,,
13.86,4.784,19.539,0,0,-0.007,0.002,,,,,,,
13.88,4.78,19.539,0,0,-0.007,0.002,,,,,,,
13.9,4.776,19.539,0,0,-0.007,0.002,,,,,,,
13.92,4.772,19.539,0,0,-0.007,0.002,,,,,,,
13.94,4.767,19.538,0,0,-0.007,0.002,,,,,,,
13.96,4.763,19.538,0,0,-0.007,0.002,,,,,,,
13.98,4.759,19.538,0,0,-0.007,0.002,,,,,,,
14,4.755,19.538,0,0,-0.007,0.002,,,,,,,
14.02,4.751,19.538,0,0,-0.007,0.002,,,,,,,
14.04,4.747,19.537,0,0,-0.007,0.002,,,,,,,
14.06,4.743,19.537,0,0,-0.007,0.002,,,,,,,
14.08,4.739,19.537,0,0,-0.007,0.002,,,,,,,
14.1,4.735,19.537,0,0,-0.007,0.002,,,,,,,
14.12,4.731,19.537,0,0,-0.007,0.002,,,,,,,
14.14,4.727,19.536,0,0,-0.007,0.002,,,,,,,
14.16,4.722,19.536,0,0,-0.007,0.002,,,,,,,
14.18,4.718,19.536,0,0,-0.007,0.002,,,,,,,
14.2,4.714,19.536,0,0,-0.007,0.002,,,,,,,
14.22,4.71,19.536,0,0,-0.007,0.002,,,,,,,
14.24,4.706,19.535,0,0,-0.007,0.002,,,,,,,
14.26,4.702,19.535,0,0,-0.007,0.002,,,,,,,
14.28,4.698,19.535,0,0,-0.007,0.002,,,,,,,
14.3,4.694,19.535,0,0,-0.007,0.002,,,,,,,
14.32,4.69,19.535,0,0,-0.007,0.002,,,,,,,
14.34,4.686,19.534,0,0,-0.007,0.002,,,,,,,
14.36,4.682,19.534,0,0,-0.007,0.002,,,,,,,
14.38,4.678,19.534,0,0,-0.007,0.002,,,,,,,
14.4,4.673,19.534,0,0,-0.007,0.002,,,,,,,
14.42,4.669,19.534,0,0,-0.007,0.002,,,,,,,
14.44,4.665,19.533,0,0,-0.007,0.002,,,,,,,
14.46,4.661,19.533,0,0,-0.007,0.002,,,,,,,
14.48,4.657,19.533,0,0,-0.007,0.002,,,,,,,
14.5,4.653,19.533,0,0,-0.007,0.002,,,,,,,
14.52,4.649,19.533,0,0,-0.007,0.002,,,,,,,
14.54,4.645,19.532,0,0,-0.007,0.002,,,,,,,
14.56,4.641,19.532,0,0,-0.007,0.002,,,,,,,
14.58,4.637,19.532,0,0,-0.007,0.002,,,,,,,
14.6,4.633,19.532,0,0,-0.007,0.002,,,,,,,
14.62,4.629,19.532,0,0,-0.007,0.002,,,,,,,
14.64,4.624,19.531,0,0,-0.007,0.002,,,,,,,
14.66,4.62,19.531,0,0,-0.007,0.002,,,,,,,
14.68,4.616,19.531,0,0,-0.007,0.002,,,,,,,
14.7,4.612,19.531,0,0,-0.007,0.002,,,,,,,
14.72,4.608,19.531,0,0,-0.007,0.002,,,,,,,
14.74,4.604,19.53,0,0,-0.007,0.002,,,,,,,
14.76,4.6,19.53,0,0,-0.007,0.002,,,,,,,
14.78,4.596,19.53,0,0,-0.007,0.002,,,,,,,
14.8,4.592,19.53,0,0,-0.007,0.002,,,,,,,
14.82,4.588,19.53,0,0,-0.007,0.002,,,,,,,
14.84,4.584,19.529,0,0,-0.007,0.002,,,,,,,
14.86,5.925,19.425,0.026,0,-0.005,0.002,,,,,,,
14.88,6.595,19.376,0.041,0,-0.005,0.002,,,,,,,
14.9,5.524,19.453,0.018,0,-0.005,0.002,,,,,,,
14.92,4.85,19.501,0.004,0,-0.005,0.002,,,,,,,
14.94,4.639,19.516,0,0,-0.005,0.002,,,,,,,
14.96,4.62,19.517,-0.001,0,-0.005,0.002,,,,,,,
14.98,4.638,19.515,0,0,-0.005,0.002,,,,,,,
15,4.648,19.514,0,0,-0.005,0.002,,,,,,,
15.02,4.649,19.513,0,0,-0.005,0.002,,,,,,,
15.04,4.647,19.512,0,0,-0.005,0.002,,,,,,,
15.06,4.643,19.512,0,0,-0.005,0.002,,,,,,,
15.08,4.64,19.512,0,0,-0.005,0.002,,,,,,,
15.1,4.636,19.511,0,0,-0.005,0.002,,,,,,,
15.12,4.633,19.511,0,0,-0.005,0.002,,,,,,,
15.14,4.63,19.51,0,0,-0.005,0.002,,,,,,,
15.16,4.627,19.51,0,0,-0.005,0.002,,,,,,,
15.18,4.624,19.51,0,0,-0.005,0.002,,,,,,,
15.2,4.621,19.509,0,0,-0.005,0.002,,,,,,,
15.22,4.618,19.509,0,0,-0.005,0.002,,,,,,,
15.24,4.615,19.508,0,0,-0.005,0.002,,,,,,,
15.26,4.611,19.508,0,0,-0.005,0.002,,,,,,,
15.28,4.608,19.508,0,0,-0.005,0.002,,,,,,,
15.3,4.86,20.056,0,-0.026,-0.005,0,,,,,,,
15.32,4.984,20.303,0,-0.041,-0.005,0,,,,,,,
15.34,4.525,19.364,0,0.008,-0.005,0.002,,,,,,,
15.36,4.521,19.419,0,0.01,-0.005,0,,,,,,,
15.38,4.554,19.433,0,0.004,-0.005,0.002,,,,,,,
15.4,4.346,19.034,0,0.027,-0.005,0.002,,,,,,,
15.42,4.461,19.264,0,0.014,-0.005,0.002,,,,,,,
15.44,4.551,19.444,0,0.004,-0.005,0.002,,,,,,,
15.46,4.581,19.508,0,0,-0.005,0.002,,,,,,,
15.48,4.583,19.516,0,-0.001,-0.005,0.002,,,,,,,
15.5,4.577,19.511,0,0,-0.005,0.002,,,,,,,
15.52,4.572,19.507,0,0,-0.005,0.002,,,,,,,
15.54,4.568,19.505,0,0,-0.005,0.002,,,,,,,
15.56,4.565,19.505,0,0,-0.005,0.002,,,,,,,
15.58,4.308,18.956,0,0.026,-0.005,0.003,,,,,,,
15.6,4.177,18.708,0,0.041,-0.005,0.003,,,,,,,
15.62,4.376,19.098,0,0.018,-0.005,0.003,,,,,,,
15.64,4.5,19.342,0,0.004,-0.005,0.003,,,,,,,
15.66,4.536,19.417,0,0,-0.005,0.003,,,,,,,
15.68,4.535,19.422,0,-0.001,-0.005,0.003,,,,,,,
15.7,4.528,19.413,0,0,-0.005,0.003,,,,,,,
15.72,4.522,19.406,0,0,-0.005,0.003,,,,,,,
15.74,4.518,19.403,0,0,-0.005,0.003,,,,,,,
15.76,4.514,19.401,0,0,-0.005,0.003,,,,,,,
15.78,4.511,19.4,0,0,-0.005,0.003,,,,,,,
15.8,4.508,19.399,0,0,-0.005,0.003,,,,,,,
15.82,4.505,19.397,0,0,-0.005,0.003,,,,,,,
15.84,4.756,19.944,0,-0.026,-0.005,0.002,,,,,,,
15.86,4.88,20.191,0,-0.041,-0.005,0.002,,,,,,,
15.88,4.674,19.799,0,-0.018,-0.005,0.002,,,,,,,
15.9,4.544,19.552,0,-0.004,-0.005,0.002,,,,,,,
15.92,4.502,19.475,0,0,-0.005,0.002,,,,,,,
15.94,4.496,19.469,0,0.001,-0.005,0.002,,,,,,,
15.96,4.497,19.476,0,0,-0.005,0.002,,,,,,,
15.98,4.75,20.03,0,-0.026,-0.005,0,,,,,,,
16,4.876,20.279,0,-0.041,-0.005,0,,,,,,,
16.02,4.671,19.888,0,-0.018,-0.005,0,,,,,,,
16.04,4.541,19.642,0,-0.004,-0.005,0,,,,,,,
16.06,4.244,19.018,0,0.027,-0.005,0.002,,,,,,,
16.08,4.11,18.765,0,0.041,-0.005,0.002,,,,,,,
16.1,3.222,19.817,-0.026,-0.008,-0.007,0,,,,,,,
16.12,2.548,19.816,-0.041,-0.01,-0.007,0.002,,,,,,,
16.14,3.322,19.177,-0.018,0.022,-0.007,0.002,,,,,,,
16.16,4.067,19.28,-0.004,0.013,-0.007,0.002,,,,,,,
16.18,4.355,19.426,0,0.004,-0.007,0.002,,,,,,,
16.2,4.401,19.49,0.001,0,-0.007,0.002,,,,,,,
16.22,4.382,19.504,0,0,-0.007,0.002,,,,,,,
