Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,
36.18,0.035,11.638,0,0,-0.002,-0.574,,,,,,,
36.2,0.036,11.638,0,0,-0.002,-0.574,,,,,,,
36.22,0.034,11.634,0,0,-0.002,-0.574,,,,,,,
36.24,0.032,11.629,0,0,-0.002,-0.574,,,,,,,
36.26,0.03,11.624,0,0,-0.002,-0.574,,,,,,,
36.28,0.028,11.619,0,0,-0.002,-0.574,,,,,,,
36.3,0.026,11.614,0,0,-0.002,-0.574,,,,,,,
36.32,0.024,11.608,0,0,-0.002,-0.574,,,,,,,
36.34,0.021,11.603,0,0,-0.002,-0.574,,,,,,,
36.36,0.019,11.598,0,0,-0.002,-0.574,,,,,,,
36.38,0.017,11.593,0,0,-0.002,-0.574,,,,,,,
36.4,0.015,11.588,0,0,-0.002,-0.574,,,,,,,
36.42,0.013,11.582,0,0,-0.002,-0.574,,,,,,,
36.44,0.011,11.577,0,0,-0.002,-0.574,,,,,,,
36.46,0.009,11.572,0,0,-0.002,-0.574,,,,,,,
36.48,0.006,11.567,0,0,-0.002,-0.574,,,,,,,
36.5,0.004,11.562,0,0,-0.002,-0.574,,,,,,,
36.52,0.002,11.557,0,0,-0.002,-0.574,,,,,,,
36.54,0,11.551,0,0,-0.002,-0.574,,,,,,,
36.56,-0.002,11.546,0,0,-0.002,-0.574,,,,,,,
36.58,-0.004,11.541,0,0,-0.002,-0.574,,,,,,,
36.6,-0.006,11.536,0,0,-0.002,-0.574,,,,,,,
36.62,-0.009,11.531,0,0,-0.002,-0.574,,,,,,,
36.64,-0.011,11.525,0,0,-0.002,-0.574,,,,,,,
36.66,-0.013,11.52,0,0,-0.002,-0.574,,,,,,,
36.68,-0.015,11.515,0,0,-0.002,-0.574,,,,,,,
36.7,-0.017,11.51,0,0,-0.002,-0.574,,,,,,,
36.72,-0.019,11.505,0,0,-0.002,-0.574,,,,,,,
36.74,-0.021,11.5,0,0,-0.002,-0.574,,,,,,,
36.76,-0.024,11.494,0,0,-0.002,-0.574,,,,,,,
36.78,-0.026,11.489,0,0,-0.002,-0.574,,,,,,,
36.8,-0.028,11.484,0,0,-0.002,-0.574,,,,,,,
36.82,-0.03,11.479,0,0,-0.002,-0.574,,,,,,,
36.84,-0.032,11.474,0,0,-0.002,-0.574,,,,,,,
36.86,-0.034,11.468,0,0,-0.002,-0.574,,,,,,,
36.88,-0.036,11.463,0,0,-0.002,-0.574,,,,,,,
36.9,-0.039,11.458,0,0,-0.002,-0.574,,,,,,,
36.92,0.214,12.002,0,-0.026,-0.002,-0.576,,,,,,,
36.94,0.339,12.244,0,-0.041,-0.002,-0.576,,,,,,,
36.96,0.135,11.848,0,-0.018,-0.002,-0.576,,,,,,,
36.98,0.006,11.598,0,-0.004,-0.002,-0.576,,,,,,,
37,-0.035,11.518,0,0,-0.002,-0.576,,,,,,,
37.02,-0.04,11.508,0,0.001,-0.002,-0.576,,,,,,,
37.04,-0.038,11.512,0,0,-0.002,-0.576,,,,,,,
37.06,-0.037,11.512,0,0,-0.002,-0.576,,,,,,,
37.08,-0.039,11.51,0,0,-0.002,-0.576,,,,,,,
37.1,-0.04,11.506,0,0,-0.002,-0.576,,,,,,,
37.12,-0.042,11.502,0,0,-0.002,-0.576,,,,,,,
37.14,0.21,12.046,0,-0.026,-0.002,-0.578,,,,,,,
37.16,0.336,12.29,0,-0.041,-0.002,-0.578,,,,,,,
37.18,0.132,11.895,0,-0.018,-0.002,-0.578,,,,,,,
37.2,0.003,11.646,0,-0.004,-0.002,-0.578,,,,,,,
37.22,-0.038,11.567,0,0,-0.002,-0.578,,,,,,,
37.24,-0.043,11.558,0,0.001,-0.002,-0.578,,,,,,,
37.26,-0.04,11.563,0,0,-0.002,-0.578,,,,,,,
37.28,-0.039,11.565,0,0,-0.002,-0.578,,,,,,,
37.3,-0.04,11.563,0,0,-0.002,-0.578,,,,,,,
37.32,0.213,12.109,0,-0.026,-0.002,-0.58,,,,,,,
37.34,0.339,12.354,0,-0.041,-0.002,-0.58,,,,,,,
37.36,0.135,11.96,0,-0.018,-0.002,-0.58,,,,,,,
37.38,0.006,11.712,0,-0.004,-0.002,-0.58,,,,,,,
37.4,-0.035,11.634,0,0,-0.002,-0.58,,,,,,,
37.42,-0.039,11.626,0,0.001,-0.002,-0.58,,,,,,,
37.44,-0.037,11.632,0,0,-0.002,-0.58,,,,,,,
37.46,-0.035,11.635,0,0,-0.002,-0.58,,,,,,,
37.48,-0.036,11.634,0,0,-0.002,-0.58,,,,,,,
37.5,-0.037,11.632,0,0,-0.002,-0.58,,,,,,,
37.52,-0.039,11.63,0,0,-0.002,-0.58,,,,,,,
37.54,-0.04,11.628,0,0,-0.002,-0.58,,,,,,,
37.56,-0.042,11.626,0,0,-0.002,-0.58,,,,,,,
37.58,-0.043,11.624,0,0,-0.002,-0.58,,,,,,,
37.6,-0.045,11.622,0,0,-0.002,-0.58,,,,,,,
37.62,-0.046,11.621,0,0,-0.002,-0.58,,,,,,,
37.64,-0.048,11.619,0,0,-0.002,-0.58,,,,,,,
37.66,-0.049,11.617,0,0,-0.002,-0.58,,,,,,,
37.68,-0.05,11.615,0,0,-0.002,-0.58,,,,,,,
37.7,-0.052,11.613,0,0,-0.002,-0.58,,,,,,,
37.72,-0.053,11.611,0,0,-0.002,-0.58,,,,,,,
37.74,-0.055,11.609,0,0,-0.002,-0.58,,,,,,,
37.76,-0.056,11.607,0,0,-0.002,-0.58,,,,,,,
37.78,-0.058,11.605,0,0,-0.002,-0.58,,,,,,,
37.8,-0.059,11.603,0,0,-0.002,-0.58,,,,,,,
37.82,-0.06,11.601,0,0,-0.002,-0.58,,,,,,,
37.84,-0.062,11.599,0,0,-0.002,-0.58,,,,,,,
37.86,-0.063,11.597,0,0,-0.002,-0.58,,,,,,,
37.88,-0.065,11.595,0,0,-0.002,-0.58,,,,,,,
37.9,-0.066,11.593,0,0,-0.002,-0.58,,,,,,,
37.92,-0.068,11.591,0,0,-0.002,-0.58,,,,,,,
37.94,-0.069,11.589,0,0,-0.002,-0.58,,,,,,,
37.96,-0.071,11.587,0,0,-0.002,-0.58,,,,,,,
37.98,-0.072,11.585,0,0,-0.002,-0.58,,,,,,,
38,-0.073,11.584,0,0,-0.002,-0.58,,,,,,,
38.02,-0.075,11.582,0,0,-0.002,-0.58,,,,,,,
38.04,-0.076,11.58,0,0,-0.002,-0.58,,,,,,,
38.06,-0.078,11.578,0,0,-0.002,-0.58,,,,,,,
38.08,-0.079,11.576,0,0,-0.002,-0.58,,,,,,,
38.1,-0.081,11.574,0,0,-0.002,-0.58,,,,,,,
38.12,-0.082,11.572,0,0,-0.002,-0.58,,,,,,,
38.14,-0.083,11.57,0,0,-0.002,-0.58,,,,,,,
38.16,0.169,12.117,0,-0.026,-0.002,-0.581,,,,,,,
38.18,0.296,12.363,0,-0.041,-0.002,-0.581,,,,,,,
38.2,0.092,11.97,0,-0.018,-0.002,-0.581,,,,,,,
38.22,-0.036,11.723,0,-0.004,-0.002,-0.581,,,,,,,
38.24,-0.077,11.646,0,0,-0.002,-0.581,,,,,,,
38.26,-0.081,11.639,0,0.001,-0.002,-0.581,,,,,,,
38.28,-0.078,11.646,0,0,-0.002,-0.581,,,,,,,
38.3,-0.077,11.65,0,0,-0.002,-0.581,,,,,,,
38.32,-0.077,11.651,0,0,-0.002,-0.581,,,,,,,
38.34,-0.078,11.65,0,0,-0.002,-0.581,,,,,,,
38.36,-0.079,11.649,0,0,-0.002,-0.581,,,,,,,
38.38,-0.081,11.648,0,0,-0.002,-0.581,,,,,,,
38.4,-0.082,11.647,0,0,-0.002,-0.581,,,,,,,
38.42,-0.083,11.646,0,0,-0.002,-0.581,,,,,,,
38.44,-0.084,11.646,0,0,-0.002,-0.581,,,,,,,
38.46,-0.086,11.645,0,0,-0.002,-0.581,,,,,,,
38.48,-0.087,11.644,0,0,-0.002,-0.581,,,,,,,
38.5,-0.088,11.643,0,0,-0.002,-0.581,,,,,,,
38.52,-0.089,11.642,0,0,-0.002,-0.581,,,,,,,
38.54,-0.09,11.641,0,0,-0.002,-0.581,,,,,,,
38.56,-0.092,11.64,0,0,-0.002,-0.581,,,,,,,
38.58,-0.093,11.639,0,0,-0.002,-0.581,,,,,,,
38.6,-0.094,11.639,0,0,-0.002,-0.581,,,,,,,
38.62,-0.095,11.638,0,0,-0.002,-0.581,,,,,,,
38.64,-0.096,11.637,0,0,-0.002,-0.581,,,,,,,
38.66,-0.098,11.636,0,0,-0.002,-0.581,,,,,,,
38.68,-0.099,11.635,0,0,-0.002,-0.581,,,,,,,
38.7,-0.1,11.634,0,0,-0.002,-0.581,,,,,,,
38.72,-0.101,11.633,0,0,-0.002,-0.581,,,,,,,
38.74,-0.102,11.633,0,0,-0.002,-0.581,,,,,,,
38.76,-0.104,11.632,0,0,-0.002,-0.581,,,,,,,
38.78,-0.105,11.631,0,0,-0.002,-0.581,,,,,,,
38.8,-0.36,11.081,0,0.026,-0.002,-0.58,,,,,,,
38.82,-0.489,10.832,0,0.041,-0.002,-0.58,,,,,,,
38.84,-0.288,11.222,0,0.018,-0.002,-0.58,,,,,,,
38.86,-0.163,11.466,0,0.004,-0.002,-0.58,,,,,,,
38.88,-0.125,11.541,0,0,-0.002,-0.58,,,,,,,
38.9,0.131,12.093,0,-0.027,-0.002,-0.581,,,,,,,
38.92,0.253,12.332,0,-0.041,-0.002,-0.581,,,,,,,
38.94,0.047,11.934,0,-0.018,-0.002,-0.581,,,,,,,
38.96,-0.082,11.686,0,-0.004,-0.002,-0.581,,,,,,,
38.98,-0.122,11.608,0,0,-0.002,-0.581,,,,,,,
39,-0.126,11.602,0,0.001,-0.002,-0.581,,,,,,,
39.02,-0.124,11.609,0,0,-0.002,-0.581,,,,,,,
39.04,-0.122,11.613,0,0,-0.002,-0.581,,,,,,,
39.06,-0.123,11.613,0,0,-0.002,-0.581,,,,,,,
39.08,-0.124,11.613,0,0,-0.002,-0.581,,,,,,,
39.1,-0.125,11.612,0,0,-0.002,-0.581,,,,,,,
39.12,-0.126,11.611,0,0,-0.002,-0.581,,,,,,,
39.14,-0.127,11.61,0,0,-0.002,-0.581,,,,,,,
39.16,-0.129,11.609,0,0,-0.002,-0.581,,,,,,,
39.18,-0.13,11.608,0,0,-0.002,-0.581,,,,,,,
39.2,-0.131,11.607,0,0,-0.002,-0.581,,,,,,,
39.22,-0.132,11.606,0,0,-0.002,-0.581,,,,,,,
39.24,-0.133,11.606,0,0,-0.002,-0.581,,,,,,,
39.26,-0.135,11.605,0,0,-0.002,-0.581,,,,,,,
39.28,-0.136,11.604,0,0,-0.002,-0.581,,,,,,,
39.3,-0.137,11.603,0,0,-0.002,-0.581,,,,,,,
39.32,-0.138,11.602,0,0,-0.002,-0.581,,,,,,,
39.34,-0.139,11.601,0,0,-0.002,-0.581,,,,,,,
39.36,-0.141,11.6,0,0,-0.002,-0.581,,,,,,,
39.38,-0.142,11.599,0,0,-0.002,-0.581,,,,,,,
39.4,-0.143,11.599,0,0,-0.002,-0.581,,,,,,,
39.42,-0.144,11.598,0,0,-0.002,-0.581,,,,,,,
39.44,-0.146,11.597,0,0,-0.002,-0.581,,,,,,,
39.46,-0.147,11.596,0,0,-0.002,-0.581,,,,,,,
39.48,-0.148,11.595,0,0,-0.002,-0.581,,,,,,,
39.5,-0.149,11.594,0,0,-0.002,-0.581,,,,,,,
39.52,-0.15,11.593,0,0,-0.002,-0.581,,,,,,,
39.54,-0.152,11.593,0,0,-0.002,-0.581,,,,,,,
39.56,-0.153,11.592,0,0,-0.002,-0.581,,,,,,,
39.58,-0.154,11.591,0,0,-0.002,-0.581,,,,,,,
39.6,-0.155,11.59,0,0,-0.002,-0.581,,,,,,,
39.62,-0.156,11.589,0,0,-0.002,-0.581,,,,,,,
39.64,-0.158,11.588,0,0,-0.002,-0.581,,,,,,,
39.66,-0.159,11.587,0,0,-0.002,-0.581,,,,,,,
39.68,-0.16,11.586,0,0,-0.002,-0.581,,,,,,,
39.7,-0.161,11.586,0,0,-0.002,-0.581,,,,,,,
39.72,-0.162,11.585,0,0,-0.002,-0.581,,,,,,,
39.74,-0.164,11.584,0,0,-0.002,-0.581,,,,,,,
39.76,-0.165,11.583,0,0,-0.002,-0.581,,,,,,,
39.78,-0.166,11.582,0,0,-0.002,-0.581,,,,,,,
39.8,-0.167,11.581,0,0,-0.002,-0.581,,,,,,,
39.82,-0.168,11.58,0,0,-0.002,-0.581,,,,,,,
39.84,-0.17,11.58,0,0,-0.002,-0.581,,,,,,,
39.86,-0.171,11.579,0,0,-0.002,-0.581,,,,,,,
39.88,-0.172,11.578,0,0,-0.002,-0.581,,,,,,,
39.9,-0.173,11.577,0,0,-0.002,-0.581,,,,,,,
39.92,-0.174,11.576,0,0,-0.002,-0.581,,,,,,,
39.94,-0.176,11.575,0,0,-0.002,-0.581,,,,,,,
39.96,-0.177,11.574,0,0,-0.002,-0.581,,,,,,,
39.98,-0.178,11.573,0,0,-0.002,-0.581,,,,,,,
40,-0.179,11.573,0,0,-0.002,-0.581,,,,,,,
40.02,-0.18,11.572,0,0,-0.002,-0.581,,,,,,,
40.04,-0.182,11.571,0,0,-0.002,-0.581,,,,,,,
40.06,-0.183,11.57,0,0,-0.002,-0.581,,,,,,,
40.08,-0.184,11.569,0,0,-0.002,-0.581,,,,,,,
40.1,-0.185,11.568,0,0,-0.002,-0.581,,,,,,,
40.12,-0.186,11.567,0,0,-0.002,-0.581,,,,,,,
40.14,-0.188,11.567,0,0,-0.002,-0.581,,,,,,,
40.16,-0.189,11.566,0,0,-0.002,-0.581,,,,,,,
40.18,-0.19,11.565,0,0,-0.002,-0.581,,,,,,,
40.2,-0.191,11.564,0,0,-0.002,-0.581,,,,,,,
40.22,-0.192,11.563,0,0,-0.002,-0.581,,,,,,,
40.24,-0.194,11.562,0,0,-0.002,-0.581,,,,,,,
40.26,-0.195,11.561,0,0,-0.002,-0.581,,,,,,,
40.28,-0.196,11.56,0,0,-0.002,-0.581,,,,,,,
40.3,-0.197,11.56,0,0,-0.002,-0.581,,,,,,,
40.32,-0.198,11.559,0,0,-0.002,-0.581,,,,,,,
40.34,-0.2,11.558,0,0,-0.002,-0.581,,,,,,,
40.36,-0.201,11.557,0,0,-0.002,-0.581,,,,,,,
40.38,-0.202,11.556,0,0,-0.002,-0.581,,,,,,,
40.4,-0.203,11.555,0,0,-0.002,-0.581,,,,,,,
40.42,-0.204,11.554,0,0,-0.002,-0.581,,,,,,,
40.44,-0.206,11.554,0,0,-0.002,-0.581,,,,,,,
40.46,-0.207,11.553,0,0,-0.002,-0.581,,,,,,,
40.48,-0.208,11.552,0,0,-0.002,-0.581,,,,,,,
40.5,-0.209,11.551,0,0,-0.002,-0.581,,,,,,,
40.52,-0.21,11.55,0,0,-0.002,-0.581,,,,,,,
40.54,-0.212,11.549,0,0,-0.002,-0.581,,,,,,,
40.56,-0.213,11.548,0,0,-0.002,-0.581,,,,,,,
40.58,-0.214,11.547,0,0,-0.002,-0.581,,,,,,,
40.6,-0.215,11.547,0,0,-0.002,-0.581,,,,,,,
40.62,-0.216,11.546,0,0,-0.002,-0.581,,,,,,,
40.64,-0.218,11.545,0,0,-0.002,-0.581,,,,,,,
40.66,-0.219,11.544,0,0,-0.002,-0.581,,,,,,,
40.68,-0.22,11.543,0,0,-0.002,-0.581,,,,,,,
40.7,-0.221,11.542,0,0,-0.002,-0.581,,,,,,,
40.72,-0.222,11.541,0,0,-0.002,-0.581,,,,,,,
40.74,-0.224,11.541,0,0,-0.002,-0.581,,,,,,,
40.76,-0.225,11.54,0,0,-0.002,-0.581,,,,,,,
40.78,-0.226,11.539,0,0,-0.002,-0.581,,,,,,,
40.8,-0.227,11.538,0,0,-0.002,-0.581,,,,,,,
40.82,-0.228,11.537,0,0,-0.002,-0.581,,,,,,,
40.84,-0.23,11.536,0,0,-0.002,-0.581,,,,,,,
40.86,-0.231,11.535,0,0,-0.002,-0.581,,,,,,,
40.88,-0.232,11.535,0,0,-0.002,-0.581,,,,,,,
40.9,-0.233,11.534,0,0,-0.002,-0.581,,,,,,,
40.92,-0.234,11.533,0,0,-0.002,-0.581,,,,,,,
40.94,-0.236,11.532,0,0,-0.002,-0.581,,,,,,,
40.96,-0.237,11.531,0,0,-0.002,-0.581,,,,,,,
40.98,-0.238,11.53,0,0,-0.002,-0.581,,,,,,,
41,-0.239,11.529,0,0,-0.002,-0.581,,,,,,,
41.02,-0.24,11.528,0,0,-0.002,-0.581,,,,,,,
41.04,-0.242,11.528,0,0,-0.002,-0.581,,,,,,,
41.06,-0.243,11.527,0,0,-0.002,-0.581,,,,,,,
41.08,-0.244,11.526,0,0,-0.002,-0.581,,,,,,,
41.1,-0.245,11.525,0,0,-0.002,-0.581,,,,,,,
41.12,-0.246,11.524,0,0,-0.002,-0.581,,,,,,,
41.14,-0.248,11.523,0,0,-0.002,-0.581,,,,,,,
41.16,-0.249,11.522,0,0,-0.002,-0.581,,,,,,,
41.18,-0.25,11.522,0,0,-0.002,-0.581,,,,,,,
41.2,-0.251,11.521,0,0,-0.002,-0.581,,,,,,,
41.22,-0.252,11.52,0,0,-0.002,-0.581,,,,,,,
41.24,-0.254,11.519,0,0,-0.002,-0.581,,,,,,,
41.26,-0.255,11.518,0,0,-0.002,-0.581,,,,,,,
41.28,-0.256,11.517,0,0,-0.002,-0.581,,,,,,,
41.3,-0.257,11.516,0,0,-0.002,-0.581,,,,,,,
41.32,-0.258,11.515,0,0,-0.002,-0.581,,,,,,,
41.34,-0.26,11.515,0,0,-0.002,-0.581,,,,,,,
41.36,-0.261,11.514,0,0,-0.002,-0.581,,,,,,,
41.38,-0.262,11.513,0,0,-0.002,-0.581,,,,,,,
41.4,-0.263,11.512,0,0,-0.002,-0.581,,,,,,,
41.42,-0.264,11.511,0,0,-0.002,-0.581,,,,,,,
41.44,-0.266,11.51,0,0,-0.002,-0.581,,,,,,,
41.46,-0.267,11.509,0,0,-0.002,-0.581,,,,,,,
41.48,-0.268,11.509,0,0,-0.002,-0.581,,,,,,,
41.5,-0.269,11.508,0,0,-0.002,-0.581,,,,,,,
41.52,-0.27,11.507,0,0,-0.002,-0.581,,,,,,,
41.54,-0.272,11.506,0,0,-0.002,-0.581,,,,,,,
41.56,-0.273,11.505,0,0,-0.002,-0.581,,,,,,,
41.58,-0.274,11.504,0,0,-0.002,-0.581,,,,,,,
41.6,-0.275,11.503,0,0,-0.002,-0.581,,,,,,,
41.62,-0.276,11.502,0,0,-0.002,-0.581,,,,,,,
41.64,-0.278,11.502,0,0,-0.002,-0.581,,,,,,,
41.66,-0.279,11.501,0,0,-0.002,-0.581,,,,,,,
41.68,-0.28,11.5,0,0,-0.002,-0.581,,,,,,,
41.7,-0.281,11.499,0,0,-0.002,-0.581,,,,,,,
41.72,-0.282,11.498,0,0,-0.002,-0.581,,,,,,,
41.74,-0.284,11.497,0,0,-0.002,-0.581,,,,,,,
41.76,-0.285,11.496,0,0,-0.002,-0.581,,,,,,,
41.78,-0.286,11.496,0,0,-0.002,-0.581,,,,,,,
41.8,-0.287,11.495,0,0,-0.002,-0.581,,,,,,,
41.82,-0.288,11.494,0,0,-0.002,-0.581,,,,,,,
41.84,-0.29,11.493,0,0,-0.002,-0.581,,,,,,,
41.86,-0.036,12.041,0,-0.026,-0.002,-0.583,,,,,,,
41.88,0.09,12.288,0,-0.041,-0.002,-0.583,,,,,,,
41.9,-0.113,11.896,0,-0.018,-0.002,-0.583,,,,,,,
41.92,-0.241,11.65,0,-0.004,-0.002,-0.583,,,,,,,
41.94,-0.281,11.574,0,0,-0.002,-0.583,,,,,,,
41.96,-0.285,11.569,0,0.001,-0.002,-0.583,,,,,,,
41.98,-0.282,11.577,0,0,-0.002,-0.583,,,,,,,
42,-0.281,11.582,0,0,-0.002,-0.583,,,,,,,
42.02,-0.281,11.584,0,0,-0.002,-0.583,,,,,,,
42.04,-0.282,11.584,0,0,-0.002,-0.583,,,,,,,
42.06,-0.283,11.584,0,0,-0.002,-0.583,,,,,,,
42.08,-0.284,11.584,0,0,-0.002,-0.583,,,,,,,
42.1,-0.285,11.584,0,0,-0.002,-0.583,,,,,,,
42.12,-0.286,11.585,0,0,-0.002,-0.583,,,,,,,
42.14,-0.287,11.585,0,0,-0.002,-0.583,,,,,,,
42.16,-0.288,11.585,0,0,-0.002,-0.583,,,,,,,
42.18,-0.289,11.585,0,0,-0.002,-0.583,,,,,,,
42.2,-0.29,11.585,0,0,-0.002,-0.583,,,,,,,
42.22,-0.291,11.586,0,0,-0.002,-0.583,,,,,,,
42.24,-0.546,11.037,0,0.026,-0.002,-0.581,,,,,,,
42.26,-0.675,10.789,0,0.041,-0.002,-0.581,,,,,,,
42.28,-0.474,11.18,0,0.018,-0.002,-0.581,,,,,,,
42.3,-0.348,11.425,0,0.004,-0.002,-0.581,,,,,,,
42.32,-0.31,11.501,0,0,-0.002,-0.581,,,,,,,
42.34,-0.308,11.506,0,-0.001,-0.002,-0.581,,,,,,,
42.36,-0.313,11.497,0,0,-0.002,-0.581,,,,,,,
42.38,-0.317,11.491,0,0,-0.002,-0.581,,,,,,,
42.4,-0.064,12.038,0,-0.026,-0.002,-0.583,,,,,,,
42.42,0.062,12.285,0,-0.041,-0.002,-0.583,,,,,,,
42.44,-0.141,11.893,0,-0.018,-0.002,-0.583,,,,,,,
42.46,-0.269,11.648,0,-0.004,-0.002,-0.583,,,,,,,
42.48,-0.309,11.571,0,0,-0.002,-0.583,,,,,,,
42.5,-0.313,11.566,0,0.001,-0.002,-0.583,,,,,,,
42.52,-0.31,11.574,0,0,-0.002,-0.583,,,,,,,
42.54,-0.309,11.579,0,0,-0.002,-0.583,,,,,,,
42.56,-0.309,11.581,0,0,-0.002,-0.583,,,,,,,
42.58,-0.31,11.581,0,0,-0.002,-0.583,,,,,,,
42.6,-0.311,11.581,0,0,-0.002,-0.583,,,,,,,
42.62,-0.312,11.581,0,0,-0.002,-0.583,,,,,,,
42.64,-0.313,11.581,0,0,-0.002,-0.583,,,,,,,
42.66,-0.314,11.582,0,0,-0.002,-0.583,,,,,,,
42.68,-0.315,11.582,0,0,-0.002,-0.583,,,,,,,
42.7,-0.316,11.582,0,0,-0.002,-0.583,,,,,,,
42.72,-0.317,11.582,0,0,-0.002,-0.583,,,,,,,
42.74,-0.318,11.582,0,0,-0.002,-0.583,,,,,,,
42.76,-0.319,11.583,0,0,-0.002,-0.583,,,,,,,
42.78,-0.32,11.583,0,0,-0.002,-0.583,,,,,,,
42.8,-0.575,11.034,0,0.026,-0.002,-0.581,,,,,,,
42.82,-0.704,10.787,0,0.041,-0.002,-0.581,,,,,,,
42.84,-0.503,11.178,0,0.018,-0.002,-0.581,,,,,,,
42.86,-0.377,11.423,0,0.004,-0.002,-0.581,,,,,,,
42.88,-0.338,11.498,0,0,-0.002,-0.581,,,,,,,
42.9,-0.337,11.503,0,-0.001,-0.002,-0.581,,,,,,,
42.92,-0.342,11.495,0,0,-0.002,-0.581,,,,,,,
42.94,-0.346,11.489,0,0,-0.002,-0.581,,,,,,,
42.96,-0.348,11.486,0,0,-0.002,-0.581,,,,,,,
42.98,-0.349,11.485,0,0,-0.002,-0.581,,,,,,,
43,-0.096,12.033,0,-0.026,-0.002,-0.583,,,,,,,
43.02,0.031,12.28,0,-0.041,-0.002,-0.583,,,,,,,
43.04,-0.172,11.889,0,-0.018,-0.002,-0.583,,,,,,,
43.06,-0.3,11.643,0,-0.004,-0.002,-0.583,,,,,,,
43.08,-0.341,11.567,0,0,-0.002,-0.583,,,,,,,
43.1,-0.345,11.561,0,0.001,-0.002,-0.583,,,,,,,
43.12,-0.342,11.569,0,0,-0.002,-0.583,,,,,,,
43.14,-0.34,11.574,0,0,-0.002,-0.583,,,,,,,
43.16,-0.34,11.576,0,0,-0.002,-0.583,,,,,,,
43.18,-0.341,11.577,0,0,-0.002,-0.583,,,,,,,
43.2,-0.342,11.577,0,0,-0.002,-0.583,,,,,,,
43.22,-0.343,11.577,0,0,-0.002,-0.583,,,,,,,
43.24,-0.344,11.577,0,0,-0.002,-0.583,,,,,,,
43.26,-0.345,11.577,0,0,-0.002,-0.583,,,,,,,
43.28,-0.346,11.577,0,0,-0.002,-0.583,,,,,,,
43.3,-0.347,11.578,0,0,-0.002,-0.583,,,,,,,
43.32,-0.348,11.578,0,0,-0.002,-0.583,,,,,,,
43.34,-0.349,11.578,0,0,-0.002,-0.583,,,,,,,
43.36,-0.35,11.578,0,0,-0.002,-0.583,,,,,,,
43.38,-0.351,11.578,0,0,-0.002,-0.583,,,,,,,
43.4,-0.352,11.579,0,0,-0.002,-0.583,,,,,,,
43.42,-0.353,11.579,0,0,-0.002,-0.583,,,,,,,
