Tiempo ,VELOCIDA,CORRIENT,ENTRADA
20.2,0.022,-0.007,0
20.21,0.022,-0.005,0
20.22,0.02,-0.005,0
20.23,0.02,-0.006,0
20.24,0.02,-0.006,0
20.25,0.022,-0.006,0
20.26,0.02,-0.006,0
20.27,0.02,-0.005,0
20.28,0.022,-0.006,0
20.29,0.02,-0.006,0
20.3,0.02,-0.007,0
20.31,0.018,-0.005,0
